firstName,lastName,district,nextReelection,leadershipTitle,party,dateOfBirth,cspanid,sex,govtrackLink,twitterID,youtubeID,lastElected,districtState,website,phone,senatorRank,house,description,govtrackID,education
Jeff,Duncan,3,2015-01-03 00:00,,REP,1966-01-07 00:00,62713,M,https://www.govtrack.us/congress/members/jeff_duncan/412472,RepJeffDuncan,congjeffduncan,2013-01-03 00:00,SC,http://jeffduncan.house.gov,202-225-5301,,HS,Representative from SC,412472,"B.A., Clemson University, Clemson, S.C., 1988"
Tim,Scott,,2015-01-03 00:00,,REP,1965-09-19 00:00,623506,M,https://www.govtrack.us/congress/members/tim_scott/412471,SenatorTimScott,SenatorTimScott,2013-01-03 00:00,SC,http://www.scott.senate.gov,202-224-6121,junior,SN,Junior senator from SC,412471,"B.S., Charleston Southern University, Charleston, S.C., 1988"
David,Cicilline,1,2015-01-03 00:00,,DEM,1961-07-15 00:00,1033865,M,https://www.govtrack.us/congress/members/david_cicilline/412470,RepCicilline,RepDavidCicilline,2013-01-03 00:00,RI,http://cicilline.house.gov,202-225-4911,,HS,Representative from RI,412470,"B.A., Brown University, Providence, R.I., 1983
J.D., Georgetown University Law Center, Washington, D.C., 1986"
Lou,Barletta,11,2015-01-03 00:00,,REP,1956-01-28 00:00,29618,M,https://www.govtrack.us/congress/members/lou_barletta/412469,RepLouBarletta,reploubarletta,2013-01-03 00:00,PA,http://barletta.house.gov,202-225-6511,,HS,Representative from PA,412469,
Tom,Marino,10,2015-01-03 00:00,,REP,1952-08-15 00:00,95129,M,https://www.govtrack.us/congress/members/tom_marino/412468,RepTomMarino,RepMarino,2013-01-03 00:00,PA,http://marino.house.gov,202-225-3731,,HS,Representative from PA,412468,"A.A., Williamsport Area Community College, Williamsport, Pa., 1983
B.A., Lycoming College, Williamsport, Pa., 1985
J.D., Pennsylvania State University Dickinson School of Law, Carlisle, Pa., 1988
U.S. Attorney for the Middle District of Pennsylvania, 1992-2002"
Patrick,Meehan,7,2015-01-03 00:00,,REP,1955-10-20 00:00,1033856,M,https://www.govtrack.us/congress/members/patrick_meehan/412466,RepMeehan,repmeehan,2013-01-03 00:00,PA,http://meehan.house.gov,202-225-2011,,HS,Representative from PA,412466,"B.A., Bowdoin College, Brunswick, Maine, 1978
J.D., Temple University Law School, Philadelphia, Pa., 1986
U.S. attorney, 2001-2008"
Mike,Kelly,3,2015-01-03 00:00,,REP,1948-05-10 00:00,62696,M,https://www.govtrack.us/congress/members/mike_kelly/412465,MikeKellyPA,repmikekelly,2013-01-03 00:00,PA,http://kelly.house.gov,202-225-5406,,HS,Representative from PA,412465,"B.A., Notre Dame University, South Bend, Ind., 1970"
James,Lankford,5,2015-01-03 00:00,,REP,1968-03-04 00:00,1033847,M,https://www.govtrack.us/congress/members/james_lankford/412464,RepLankford,replankford,2013-01-03 00:00,OK,http://lankford.house.gov,202-225-2132,,HS,Representative from OK,412464,"B.S., University of Texas, Austin, Tex., 1990
M.Div., Southwestern Theological Baptist Seminary, Ft. Worth, Tex., 1994"
Bob,Gibbs,7,2015-01-03 00:00,,REP,1954-06-14 00:00,1033844,M,https://www.govtrack.us/congress/members/bob_gibbs/412463,RepBobGibbs,RepBobGibbs,2013-01-03 00:00,OH,http://gibbs.house.gov,202-225-6265,,HS,Representative from OH,412463,
James,Renacci,16,2015-01-03 00:00,,REP,1958-12-03 00:00,62686,M,https://www.govtrack.us/congress/members/james_renacci/412462,RepJimRenacci,repjimrenacci,2013-01-03 00:00,OH,http://renacci.house.gov,202-225-3876,,HS,Representative from OH,412462,"B.S., Indiana University of Pennsylvania, Indiana, Pa., 1980"
Steve,Stivers,15,2015-01-03 00:00,,REP,1965-03-24 00:00,62320,M,https://www.govtrack.us/congress/members/steve_stivers/412461,RepSteveStivers,RepSteveStivers,2013-01-03 00:00,OH,http://stivers.house.gov,202-225-2015,,HS,Representative from OH,412461,"B.A., Ohio State University, Columbus, Ohio, 1989
M.A., Army War College, 2012"
Bill,Johnson,6,2015-01-03 00:00,,REP,1954-11-10 00:00,623472,M,https://www.govtrack.us/congress/members/bill_johnson/412460,RepBillJohnson,RepBillJohnson,2013-01-03 00:00,OH,http://billjohnson.house.gov,202-225-5705,,HS,Representative from OH,412460,"B.S., Troy University, Troy, Ala., 1979
M.S., Georgia Institute of Technology, Atlanta, Ga., 1984"
Renee,Ellmers,2,2015-01-03 00:00,,REP,1964-02-09 00:00,1033793,F,https://www.govtrack.us/congress/members/renee_ellmers/412457,RepReneeEllmers,repreneeellmers,2013-01-03 00:00,NC,http://ellmers.house.gov,202-225-4531,,HS,Representative from NC,412457,"B.S., Oakland University, Rochester, Mich., 1990"
Richard,Hanna,22,2015-01-03 00:00,,REP,1951-01-25 00:00,61702,M,https://www.govtrack.us/congress/members/richard_hanna/412454,RepRichardHanna,reprichardhanna,2013-01-03 00:00,NY,http://hanna.house.gov,202-225-3665,,HS,Representative from NY,412454,"B.A., Reed College, Portland, Oreg., 1976"
Christopher,Gibson,19,2015-01-03 00:00,,REP,1964-05-13 00:00,1033827,M,https://www.govtrack.us/congress/members/christopher_gibson/412453,RepChrisGibson,repchrisgibson,2013-01-03 00:00,NY,http://gibson.house.gov,202-225-5614,,HS,Representative from NY,412453,"B.A., Siena College, Loudonville, N.Y., 1986
M.P.A., Cornell University, Ithaca, N.Y., 1995"
Michael,Grimm,11,2015-01-03 00:00,,REP,1970-02-07 00:00,62667,M,https://www.govtrack.us/congress/members/michael_grimm/412451,RepMichaelGrimm,0,2013-01-03 00:00,NY,http://grimm.house.gov,202-225-3371,,HS,Representative from NY,412451,"J.D. New York Law School, New York, N.Y., 2002"
Jon,Runyan,3,2015-01-03 00:00,,REP,1973-11-27 00:00,61904,M,https://www.govtrack.us/congress/members/jon_runyan/412449,RepJonRunyan,RepRunyan,2013-01-03 00:00,NJ,http://runyan.house.gov,202-225-4765,,HS,Representative from NJ,412449,
Joseph,Heck,3,2015-01-03 00:00,,REP,1961-10-30 00:00,62662,M,https://www.govtrack.us/congress/members/joseph_heck/412446,RepJoeHeck,repjoeheck,2013-01-03 00:00,NV,http://heck.house.gov,202-225-3252,,HS,Representative from NV,412446,"B.S., Pennsylvania State University, University Park, Pa., 1984
D.O., Philadelphia College of Osteopathic Medicine, Philadelphia, Pa., 1988
M.S.S., United States Army War College, Carlisle, Pa., 2006"
Billy,Long,7,2015-01-03 00:00,,REP,1955-08-11 00:00,61880,M,https://www.govtrack.us/congress/members/billy_long/412445,USRepLong,MOdistrict7,2013-01-03 00:00,MO,http://long.house.gov,202-225-6536,,HS,Representative from MO,412445,
Vicky,Hartzler,4,2015-01-03 00:00,,REP,1960-10-13 00:00,95050,F,https://www.govtrack.us/congress/members/vicky_hartzler/412444,RepHartzler,repvickyhartzler,2013-01-03 00:00,MO,http://hartzler.house.gov,202-225-2876,,HS,Representative from MO,412444,"M.S., University of Central Missouri, Warrensburg, Mo., 1992"
Steven,Palazzo,4,2015-01-03 00:00,,REP,1970-02-21 00:00,61886,M,https://www.govtrack.us/congress/members/steven_palazzo/412443,CongPalazzo,CongressmanPalazzo,2013-01-03 00:00,MS,http://palazzo.house.gov,202-225-5772,,HS,Representative from MS,412443,"B.S., University of Southern Mississippi, 1994
M.P.A., University of Southern Mississippi, Hattiesburg, Miss., 1996"
Alan,Nunnelee,1,2015-01-03 00:00,,REP,1958-10-09 00:00,95058,M,https://www.govtrack.us/congress/members/alan_nunnelee/412442,RepAlanNunnelee,congressmannunnelee,2013-01-03 00:00,MS,http://nunnelee.house.gov,202-225-4306,,HS,Representative from MS,412442,"B.S., Mississippi State University, Mississippi State, Miss., 1980"
Justin,Amash,3,2015-01-03 00:00,,REP,1980-04-18 00:00,1033767,M,https://www.govtrack.us/congress/members/justin_amash/412438,RepJustinAmash,repjustinamash,2013-01-03 00:00,MI,http://amash.house.gov,202-225-3831,,HS,Representative from MI,412438,"A.B., University of Michigan, Ann Arbor, Mich., 2002
J.D., University of Michigan, Ann Arbor, Mich., 2005"
Bill,Huizenga,2,2015-01-03 00:00,,REP,1969-01-31 00:00,1033765,M,https://www.govtrack.us/congress/members/bill_huizenga/412437,RepHuizenga,RepHuizenga,2013-01-03 00:00,MI,http://huizenga.house.gov,202-225-4401,,HS,Representative from MI,412437,"B.A., Calvin College, Grand Rapids, Mich., 1991"
Dan,Benishek,1,2015-01-03 00:00,,REP,1952-04-20 00:00,61860,M,https://www.govtrack.us/congress/members/dan_benishek/412436,CongressmanDan,0,2013-01-03 00:00,MI,http://benishek.house.gov,202-225-4735,,HS,Representative from MI,412436,"B.S., University of Michigan, Ann Arbor, Mich., 1970
M.D., Wayne State University Medical School, Detroit, Mich., 1978"
William,Keating,9,2015-01-03 00:00,,DEM,1952-09-06 00:00,61856,M,https://www.govtrack.us/congress/members/william_keating/412435,USRepKeating,RepBillKeating,2013-01-03 00:00,MA,http://keating.house.gov,202-225-3111,,HS,Representative from MA,412435,
Andy,Harris,1,2015-01-03 00:00,,REP,1957-01-25 00:00,1033464,M,https://www.govtrack.us/congress/members/andy_harris/412434,RepAndyHarrisMD,RepAndyHarris,2013-01-03 00:00,MD,http://harris.house.gov,202-225-5311,,HS,Representative from MD,412434,"B.S., The Johns Hopkins University, Baltimore, Md., 1977
M.H.S., The Johns Hopkins University, Baltimore, Md., 1995"
Cedric,Richmond,2,2015-01-03 00:00,,DEM,1973-09-13 00:00,62391,M,https://www.govtrack.us/congress/members/cedric_richmond/412432,RepRichmond,0,2013-01-03 00:00,LA,http://richmond.house.gov,202-225-6636,,HS,Representative from LA,412432,"B.A., Morehouse College, Atlanta, Ga., 1995
J.D., Tulane University, New Orleans, La., 1998"
Mike,Pompeo,4,2015-01-03 00:00,,REP,1963-12-30 00:00,623387,M,https://www.govtrack.us/congress/members/mike_pompeo/412431,RepMikePompeo,congressmanpompeo,2013-01-03 00:00,KS,http://pompeo.house.gov,202-225-6216,,HS,Representative from KS,412431,"B.S., U.S. Military Academy, West Point, N.Y., 1986
J.D., Harvard University, Cambridge, Mass., 1994"
Kevin,Yoder,3,2015-01-03 00:00,,REP,1976-01-08 00:00,61843,M,https://www.govtrack.us/congress/members/kevin_yoder/412430,RepKevinYoder,RepYoder,2013-01-03 00:00,KS,http://yoder.house.gov,202-225-2865,,HS,Representative from KS,412430,"B.A., University of Kansas, Lawrence, Kans., 1999
J.D., University of Kansas, Lawrence, Kans., 2002"
Tim,Huelskamp,1,2015-01-03 00:00,,REP,1968-11-11 00:00,86444,M,https://www.govtrack.us/congress/members/tim_huelskamp/412429,CongHuelskamp,congressmanhuelskamp,2013-01-03 00:00,KS,http://huelskamp.house.gov,202-225-2715,,HS,Representative from KS,412429,"B.A., College of Santa Fe, Santa Fe, N.M., 1991"
Todd,Young,9,2015-01-03 00:00,,REP,1972-08-24 00:00,1033743,M,https://www.govtrack.us/congress/members/todd_young/412428,RepToddYoung,RepToddYoung,2013-01-03 00:00,IN,http://toddyoung.house.gov,202-225-5315,,HS,Representative from IN,412428,"B.S., United States Naval Academy, Annapolis, Md., 1995
M.A., University of London, London, England, 2001
J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 2006"
Larry,Bucshon,8,2015-01-03 00:00,,REP,1962-05-31 00:00,61837,M,https://www.govtrack.us/congress/members/larry_bucshon/412427,RepLarryBucshon,RepLarryBucshon,2013-01-03 00:00,IN,http://bucshon.house.gov,202-225-4636,,HS,Representative from IN,412427,"B.S., University of Illinois, Urbana-Champaign, Ill., 1984
M.D., University of Illinois, Chicago, Ill., 1988"
Todd,Rokita,4,2015-01-03 00:00,,REP,1970-02-09 00:00,61832,M,https://www.govtrack.us/congress/members/todd_rokita/412426,ToddRokita,reptoddrokita,2013-01-03 00:00,IN,http://rokita.house.gov,202-225-5037,,HS,Representative from IN,412426,"J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 1995"
Randy,Hultgren,14,2015-01-03 00:00,,REP,1966-03-01 00:00,62575,M,https://www.govtrack.us/congress/members/randy_hultgren/412422,RepHultgren,rephultgren,2013-01-03 00:00,IL,http://hultgren.house.gov,202-225-2976,,HS,Representative from IL,412422,"J.D., Chicago-Kent College of Law, Chicago, Ill., 1993"
Adam,Kinzinger,16,2015-01-03 00:00,,REP,1978-02-27 00:00,62573,M,https://www.govtrack.us/congress/members/adam_kinzinger/412421,RepKinzinger,RepAdamKinzinger,2013-01-03 00:00,IL,http://kinzinger.house.gov,202-225-3635,,HS,Representative from IL,412421,"B.A., Illinois State University, Normal, Ill., 2000"
Raúl,Labrador,1,2015-01-03 00:00,,REP,1967-12-08 00:00,94987,M,https://www.govtrack.us/congress/members/raul_labrador/412419,Raul_Labrador,RepLabrador,2013-01-03 00:00,ID,http://labrador.house.gov,202-225-6611,,HS,Representative from ID,412419,"B.A., Brigham Young University, Provo, Utah, 1992
J.D., University of Washington, Seattle, Wash., 1995"
Colleen,Hanabusa,1,2015-01-03 00:00,,DEM,1951-05-04 00:00,61258,F,https://www.govtrack.us/congress/members/colleen_hanabusa/412418,RepHanabusa,rephanabusa,2013-01-03 00:00,HI,http://hanabusa.house.gov,202-225-2726,,HS,Representative from HI,412418,"B.A., University of Hawaii, Manoa, Hawaii, 1973
M.A., University of Hawaii, Manoa, Hawaii, 1975
J.D., University of Hawaii, Manoa, Hawaii, 1977"
Austin,Scott,8,2015-01-03 00:00,,REP,1969-12-10 00:00,623344,M,https://www.govtrack.us/congress/members/austin_scott/412417,AustinScottGA08,RepAustinScott,2013-01-03 00:00,GA,http://austinscott.house.gov,202-225-6531,,HS,Representative from GA,412417,"B.B.A., University of Georgia, Athens, Ga., 1993"
Rob,Woodall,7,2015-01-03 00:00,,REP,1970-02-11 00:00,623342,M,https://www.govtrack.us/congress/members/rob_woodall/412416,0,RobWoodallGA07,2013-01-03 00:00,GA,http://woodall.house.gov,202-225-4272,,HS,Representative from GA,412416,"B.A., Furman University, Greenville, S.C., 1992
J.D., University of Georgia School of Law, Athens, Ga., 1998"
Frederica,Wilson,24,2015-01-03 00:00,,DEM,1942-11-05 00:00,87016,F,https://www.govtrack.us/congress/members/frederica_wilson/412412,RepWilson,repfredericawilson,2013-01-03 00:00,FL,http://wilson.house.gov,202-225-4506,,HS,Representative from FL,412412,"B.A., Fisk University, Nashville, Tenn.
M.A., University of Miami, Coral Gables, Fla."
Dennis,Ross,15,2015-01-03 00:00,,REP,1959-10-18 00:00,62532,M,https://www.govtrack.us/congress/members/dennis_ross/412411,RepDennisRoss,RepDennisRoss,2013-01-03 00:00,FL,http://dennisross.house.gov,202-225-1252,,HS,Representative from FL,412411,
Daniel,Webster,10,2015-01-03 00:00,,REP,1949-04-27 00:00,30504,M,https://www.govtrack.us/congress/members/daniel_webster/412410,RepWebster,repdanwebster,2013-01-03 00:00,FL,http://webster.house.gov,202-225-2176,,HS,Representative from FL,412410,"B.E.E., Georgia Institute of Technology, Atlanta, Ga., 1971"
Richard,Nugent,11,2015-01-03 00:00,,REP,1951-05-26 00:00,1033683,M,https://www.govtrack.us/congress/members/richard_nugent/412409,RepRichNugent,RepRichNugent,2013-01-03 00:00,FL,http://nugent.house.gov,202-225-1002,,HS,Representative from FL,412409,"B.A., Saint Leo College, Saint Leo, Fla., 1990"
Steve,Southerland,2,2015-01-03 00:00,,REP,1965-10-10 00:00,61775,M,https://www.govtrack.us/congress/members/steve_southerland/412408,Rep_Southerland,RepSteveSoutherland,2013-01-03 00:00,FL,http://southerland.house.gov,202-225-5235,,HS,Representative from FL,412408,"B.S., Troy State University, Ala., 1987
A.A., Jefferson State Community College, Ala, 1989"
John,Carney,,2015-01-03 00:00,,DEM,1956-05-20 00:00,94948,M,https://www.govtrack.us/congress/members/john_carney/412407,JohnCarneyde,RepJohnCarney,2013-01-03 00:00,DE,http://johncarney.house.gov,202-225-4165,,HS,Representative from DE,412407,"B.A., Dartmouth College, Hanover, N.H., 1978"
Cory,Gardner,4,2015-01-03 00:00,,REP,1974-08-22 00:00,623308,M,https://www.govtrack.us/congress/members/cory_gardner/412406,RepCoryGardner,CongressmanGardner,2013-01-03 00:00,CO,http://gardner.house.gov,202-225-4676,,HS,Representative from CO,412406,"B.A., Colorado State University, Fort Collins, Colo., 1997
J.D., University of Colorado, Boulder, Colo., 2001"
Scott,Tipton,3,2015-01-03 00:00,,REP,1956-11-09 00:00,60384,M,https://www.govtrack.us/congress/members/scott_tipton/412405,RepTipton,RepScottTipton,2013-01-03 00:00,CO,http://tipton.house.gov,202-225-4761,,HS,Representative from CO,412405,"B.A., Fort Lewis College, Durango, Colo., 1978"
Karen,Bass,37,2015-01-03 00:00,,DEM,1953-10-03 00:00,62502,F,https://www.govtrack.us/congress/members/karen_bass/412404,RepKarenBass,RepKarenBass,2013-01-03 00:00,CA,http://bass.house.gov,202-225-7084,,HS,Representative from CA,412404,"B.S., California State University, Dominguez Hills, Calif., 1990
P.A., U.S.C. Keck School of Medicine, Los Angeles, Calif."
Jeff,Denham,10,2015-01-03 00:00,,REP,1967-07-29 00:00,623287,M,https://www.govtrack.us/congress/members/jeff_denham/412403,RepJeffDenham,repjeffdenham,2013-01-03 00:00,CA,http://denham.house.gov,202-225-4540,,HS,Representative from CA,412403,"A.A.,Victor Valley Junior College, Victorville, Calif., 1989
B.A., California Polytechnic State University, San Luis Obispo, Calif., 1992"
Steve,Womack,3,2015-01-03 00:00,,REP,1957-02-18 00:00,1033625,M,https://www.govtrack.us/congress/members/steve_womack/412402,Rep_SteveWomack,CongressmanWomack,2013-01-03 00:00,AR,http://womack.house.gov,202-225-4301,,HS,Representative from AR,412402,
Tim,Griffin,2,2015-01-03 00:00,,REP,1968-08-21 00:00,1024660,M,https://www.govtrack.us/congress/members/tim_griffin/412401,RepTimGriffin,0,2013-01-03 00:00,AR,http://griffin.house.gov,202-225-2506,,HS,Representative from AR,412401,"B.A., Hendrix College, Conway, Ark., 1990
J.D., Tulane University School of Law, New Orleans, La., 1994"
Eric,Crawford,1,2015-01-03 00:00,,REP,1966-01-22 00:00,623259,M,https://www.govtrack.us/congress/members/eric_crawford/412400,RepRickCrawford,RepRickCrawford,2013-01-03 00:00,AR,http://crawford.house.gov,202-225-4076,,HS,Representative from AR,412400,"B.S., Arkansas State University, Jonesboro, Ark., 1996"
David,Schweikert,6,2015-01-03 00:00,,REP,1962-03-03 00:00,5205,M,https://www.govtrack.us/congress/members/david_schweikert/412399,RepDavid,RepDavidSchweikert,2013-01-03 00:00,AZ,http://schweikert.house.gov,202-225-2190,,HS,Representative from AZ,412399,"A.A., Scottsdale Community College, Scottsdale, Ariz., 1985
B.S., Arizona State University, Tempe, Ariz., 1988"
Paul,Gosar,4,2015-01-03 00:00,,REP,1958-11-22 00:00,62470,M,https://www.govtrack.us/congress/members/paul_gosar/412397,RepGosar,repgosar,2013-01-03 00:00,AZ,http://gosar.house.gov,202-225-2315,,HS,Representative from AZ,412397,"B.S., Creighton University, Omaha, Nebr., 1981
D.D.S., Creighton University, Omaha, Nebr., 1985"
Terri,Sewell,7,2015-01-03 00:00,,DEM,1965-01-01 00:00,623257,F,https://www.govtrack.us/congress/members/terri_sewell/412396,RepTerriSewell,RepSewell,2013-01-03 00:00,AL,http://sewell.house.gov,202-225-2665,,HS,Representative from AL,412396,"B.A., Princeton University, Princeton, N.J., 1986
M.A., Oxford University, Oxford, U.K., 1988
J.D., Harvard University, Cambridge, Mass., 1992"
Mo,Brooks,5,2015-01-03 00:00,,REP,1954-04-29 00:00,94888,M,https://www.govtrack.us/congress/members/mo_brooks/412395,RepMoBrooks,RepMoBrooks,2013-01-03 00:00,AL,http://brooks.house.gov,202-225-4801,,HS,Representative from AL,412395,"B.A., Duke University, Durham, N.C., 1975
J.D., University of Alabama School of Law, Tuscaloosa, Ala., 1978"
Martha,Roby,2,2015-01-03 00:00,,REP,1976-07-27 00:00,61712,F,https://www.govtrack.us/congress/members/martha_roby/412394,RepMarthaRoby,reproby,2013-01-03 00:00,AL,http://roby.house.gov,202-225-2901,,HS,Representative from AL,412394,"B.M., New York University, New York, N. Y., 1998"
Tom,Reed,23,2015-01-03 00:00,,REP,1971-11-18 00:00,623468,M,https://www.govtrack.us/congress/members/tom_reed/412393,RepTomReed,CongressmanTomReed,2013-01-03 00:00,NY,http://reed.house.gov,202-225-3161,,HS,Representative from NY,412393,"B.A., Alfred University, Alfred, N.Y., 1993
J.D., Ohio Northern University College of Law, Ada, Ohio, 1996"
Marlin,Stutzman,3,2015-01-03 00:00,,REP,1976-08-31 00:00,9267685,M,https://www.govtrack.us/congress/members/marlin_stutzman/412392,RepStutzman,repstutzman,2013-01-03 00:00,IN,http://stutzman.house.gov,202-225-4436,,HS,Representative from IN,412392,
Joe,Manchin,,2019-01-03 00:00,,DEM,1947-08-24 00:00,62864,M,https://www.govtrack.us/congress/members/joe_manchin/412391,Sen_JoeManchin,SenatorJoeManchin,2013-01-03 00:00,WV,http://www.manchin.senate.gov,202-224-3954,junior,SN,Junior senator from WV,412391,"B.A., West Virginia University, 1970"
Tom,Graves,14,2015-01-03 00:00,,REP,1970-02-03 00:00,11519,M,https://www.govtrack.us/congress/members/tom_graves/412388,RepTomGraves,CongressmanGraves,2013-01-03 00:00,GA,http://tomgraves.house.gov,202-225-5211,,HS,Representative from GA,412388,"B.B.A., University of Georgia, Athens, Ga., 1993"
Theodore,Deutch,21,2015-01-03 00:00,,DEM,1966-05-07 00:00,9267613,M,https://www.govtrack.us/congress/members/theodore_deutch/412385,RepTedDeutch,congressmanteddeutch,2013-01-03 00:00,FL,http://teddeutch.house.gov,202-225-3001,,HS,Representative from FL,412385,"B.A., University of Michigan, Ann Arbor, Mich., 1988
J.D., University of Michigan Law School, Ann Arbor, Mich., 1990"
William,Owens,21,2015-01-03 00:00,,DEM,1949-01-20 00:00,9265845,M,https://www.govtrack.us/congress/members/william_owens/412383,BillOwensNY,RepBillOwens,2013-01-03 00:00,NY,http://owens.house.gov,202-225-4611,,HS,Representative from NY,412383,"B.S., Manhattan College, Riverdale, N.Y., 1971
J.D., Fordham University, New York, N.Y., 1974"
John,Garamendi,3,2015-01-03 00:00,,DEM,1945-01-24 00:00,18413,M,https://www.govtrack.us/congress/members/john_garamendi/412382,RepGaramendi,garamendiCA10,2013-01-03 00:00,CA,http://garamendi.house.gov,202-225-1880,,HS,Representative from CA,412382,"B. A., University of California at Berkeley, Berkeley, Calif., 1966
M.B.A., Harvard University, Cambridge, Mass., 1970"
Judy,Chu,27,2015-01-03 00:00,,DEM,1953-07-07 00:00,92573,F,https://www.govtrack.us/congress/members/judy_chu/412379,RepJudyChu,RepJudyChu,2013-01-03 00:00,CA,http://chu.house.gov,202-225-5464,,HS,Representative from CA,412379,"B.A., University of California, Los Angeles, Calif., 1974"
Mike,Quigley,5,2015-01-03 00:00,,DEM,1958-10-17 00:00,9263344,M,https://www.govtrack.us/congress/members/mike_quigley/412331,RepMikeQuigley,RepMikeQuigley,2013-01-03 00:00,IL,http://quigley.house.gov,202-225-4061,,HS,Representative from IL,412331,
Marcia,Fudge,11,2015-01-03 00:00,,DEM,1952-10-29 00:00,1030928,F,https://www.govtrack.us/congress/members/marcia_fudge/412327,RepMarciaFudge,marcialfudge,2013-01-03 00:00,OH,http://fudge.house.gov,202-225-7032,,HS,Representative from OH,412327,"B.S., Ohio State University, Columbus, Ohio, 1975
J.D., Cleveland Marshall College of Law, Cleveland State University, Cleveland, Ohio, 1983"
Paul,Tonko,20,2015-01-03 00:00,,DEM,1949-06-18 00:00,1031353,M,https://www.govtrack.us/congress/members/paul_tonko/412319,RepPaulTonko,reppaultonko,2013-01-03 00:00,NY,http://tonko.house.gov,202-225-5076,,HS,Representative from NY,412319,"B.S., Clarkson University, Potsdam, N.Y., 1971"
Dina,Titus,1,2015-01-03 00:00,,DEM,1950-05-23 00:00,1021622,F,https://www.govtrack.us/congress/members/dina_titus/412318,RepDinaTitus,CongresswomanTitus,2013-01-03 00:00,NV,http://titus.house.gov,202-225-5965,,HS,Representative from NV,412318,"A.B., College of William and Mary, Williamsburg, Va., 1970"
Glenn,Thompson,5,2015-01-03 00:00,,REP,1959-07-27 00:00,1031359,M,https://www.govtrack.us/congress/members/glenn_thompson/412317,CongressmanGT,CongressmanGT,2013-01-03 00:00,PA,http://thompson.house.gov,202-225-5121,,HS,Representative from PA,412317,"B.S., Pennsylvania State University, University Park, Pa., 1981
M.Ed., Temple University, Philadelphia, Pa., 1988"
Kurt,Schrader,5,2015-01-03 00:00,,DEM,1951-10-19 00:00,1031358,M,https://www.govtrack.us/congress/members/kurt_schrader/412315,RepSchrader,repkurtschrader,2013-01-03 00:00,OR,http://schrader.house.gov,202-225-5711,,HS,Representative from OR,412315,
Aaron,Schock,18,2015-01-03 00:00,,REP,1981-05-28 00:00,1030003,M,https://www.govtrack.us/congress/members/aaron_schock/412314,RepAaronSchock,repaaronschock,2013-01-03 00:00,IL,http://schock.house.gov,202-225-6201,,HS,Representative from IL,412314,"B.S., Bradley University, Peoria, Ill., 2002"
Gregorio,Sablan,,2015-01-03 00:00,,DEM,1955-01-19 00:00,1031366,M,https://www.govtrack.us/congress/members/gregorio_sablan/412312,0,CongressmanSablan,2013-01-03 00:00,MP,http://sablan.house.gov,202-225-2646,,HS,Representative from MP,412312,
Thomas,Rooney,17,2015-01-03 00:00,,REP,1970-11-21 00:00,1030486,M,https://www.govtrack.us/congress/members/thomas_rooney/412311,TomRooney,CongressmanRooney,2013-01-03 00:00,FL,http://rooney.house.gov,202-225-5792,,HS,Representative from FL,412311,"B.A., Washington and Jefferson College, Washington, Pa., 1993
M.A., University of Florida, Gainesville, Fla., 1996
J.D., University of Miami, Coral Gables, Fla., 1999"
David,Roe,1,2015-01-03 00:00,,REP,1945-07-21 00:00,1031360,M,https://www.govtrack.us/congress/members/david_roe/412310,DrPhilRoe,drphilroe,2013-01-03 00:00,TN,http://roe.house.gov,202-225-6356,,HS,Representative from TN,412310,"B.S., Austin Peay State University, Clarksville, Tenn., 1967
M.D., University of Tennessee, Knoxville, Tenn., 1970"
Bill,Posey,8,2015-01-03 00:00,,REP,1947-12-18 00:00,88959,M,https://www.govtrack.us/congress/members/bill_posey/412309,CongBillPosey,CongressmanPosey,2013-01-03 00:00,FL,http://posey.house.gov,202-225-3671,,HS,Representative from FL,412309,"A.A., Brevard Junior College (now Brevard Community College), Cocoa, Fla., 1969"
Jared,Polis,2,2015-01-03 00:00,,DEM,1975-05-12 00:00,1031300,M,https://www.govtrack.us/congress/members/jared_polis/412308,JaredPolis,JaredPolis31275,2013-01-03 00:00,CO,http://polis.house.gov,202-225-2161,,HS,Representative from CO,412308,"A.B., Princeton University, Princeton, N. J., 1996"
Chellie,Pingree,1,2015-01-03 00:00,,DEM,1955-04-02 00:00,1002167,F,https://www.govtrack.us/congress/members/chellie_pingree/412307,ChelliePingree,congresswomanpingree,2013-01-03 00:00,ME,http://pingree.house.gov,202-225-6116,,HS,Representative from ME,412307,"B.A., College of the Atlantic, Bar Harbor, Maine, 1979"
Pedro,Pierluisi,,2017-01-03 00:00,,DEM,1959-04-26 00:00,1031305,M,https://www.govtrack.us/congress/members/pedro_pierluisi/412306,PedroPierluisi,PierluisiCongress,2013-01-03 00:00,PR,http://pierluisi.house.gov,202-225-2615,,HS,Representative from PR,412306,"B.A., Tulane University, New Orleans, La., 1981
J.D., George Washington University, Washington, D.C., 1984"
Gary,Peters,14,2015-01-03 00:00,,DEM,1958-12-01 00:00,50199,M,https://www.govtrack.us/congress/members/gary_peters/412305,RepGaryPeters,RepGaryPeters,2013-01-03 00:00,MI,http://peters.house.gov,202-225-5802,,HS,Representative from MI,412305,
